reviews,extracted
"It was the first real Spring night of the season and my boyfriend and I decided we wanted to eat outside. We'd been to Locale for a drink before and figured, why not try it out again!We were glad we did. I got the Skirt Steak Special which was served over oven roasted potatoes and spinach which a very good reduction over it. My boyfriend had the Pepperdelle and Lamb Ragu which was equally as tasty. He didn't have any leftovers for lunch the next day :) We paired our entrees with a Montepulciano and it was a great fit! The friendly professional waitstaff and great food may have made Locale a new neighborhood spot for us!"," It was the first real Spring night of the season and my boyfriend and I decided we wanted to eat outside. We'd been to Locale for a drink before and figured, why not try it out again!We were glad we did. I got the Skirt Steak Special which was served over oven roasted potatoes and spinach which a very good reduction over it. The friendly professional waitstaff and great food may have made Locale a new neighborhood spot for us!"
"This restaurant is great , great food pasta and meat , great atmosphere and loa cation , I will be back soon I can",
Came here for brunch on a Sunday. Food was good although portions were a bit small. They definitely need to expand their vegetarian options (more than one (salad) would be nice). The passion mimosa was delish. Nice ambiance., Came here for brunch Food was good although portions were a bit small. The passion mimosa was delish.
"Came here for brunch on Sat. Sat at around 11:15 with plenty of tables available. Nice decor, friendly and attentive waiters, and good food. Three words: Portobello eggs Benedict!I'm always happy when a Brunch place has a good eggs Benedict. Here at locale, the Portobello eggs Benedict was money! I wish the Portobello mushrooms were a bit bigger though, at least big enough to fill the english muffin, but I gotta say, still enjoyed it. I'll def be coming back, hopefully their other dishes are good as well!"," enjoy Came here for brunch Came here for brunch on Sat Three words: Portobello eggs Benedict!I'm always happy when a Brunch place has a good eggs Benedict. I'll def be coming back, hopefully their other dishes are good as well!"
"One of the sexier Astoria spots. Decent food, great prices (esp with theYELP discount) and great drinks. Service is hit or miss, but the area is great for ppl watching."," One of the sexier Astoria spots Decent food, great prices (esp with theYELP discount) and great drinks. Service is hit or miss, but the area is great for ppl watching."
"First of all i would like to say that this place is awesome! Huge Fan. Whenever i come here i stay for HOURS (8hrs once). I come for lunch, drinks then dinner. If it gets too chilly outside you can move right into their lounge. The gnocchi is supberb! I actually came here last night with my cousin and he ordered the Organic Lemon chicken which i tasted and i had the Mahi Mahi which was a little over cooked but i still ate the whole thing. Their cheese plates are yummy. Their grilled calamari is delicious, we always have 2 orders of it. For brunch:The nutella french toast with a Freddy Krueger blood mary  with those delicious stuffed olives they serve with it :)seriously if anyone wants to go here and doesnt have a date, let me know. id love to dine here ANYTIME!its a shame that their staff has a huge turnover rate though :("," First of all i would like to say that this place is awesome! I come for lunch, drinks then dinner. If it gets too chilly outside you can move right into their lounge. I actually came here last night with my cousin and he ordered the Organic Lemon chicken which i tasted and i had the Mahi Mahi which was a little over cooked but i still ate the whole thing. Their cheese plates are yummy. Their grilled calamari is delicious, we always have 2 orders of it."
Went with friends for a birthday brunch. Food is exquisite. Drinks were delish and dessert was excellent. Definitely would recommend to friends., Food is exquisite. Drinks were delish and dessert was excellent. Definitely would recommend to friends
"The owner here is bad. Not only are his people skills ridiculous and he seems to enjoy treating this restaurant as a personal buffet for his family more than a 4 star. I saw him manhandle his waitress to make sure his son had plenty of organic juice, while the waitress was clearly swamped and in the weeds, we had been waiting 50 minutes for our order of fish, and this guy's kid gets three servings of juice as soon as his glass is empty. (Meanwhile, the guy eating at the bar's had an empty glass as long as I could stare at it!) Then after I had one complaint he had to get involved, and the man actually came over to argue with me. Told me if I didn't want mushrooms with my order that I should've ordered it that way - which I didn't! Then he switched gears and told me I should've ordered something without mushrooms if I hate them so much.  (Fine point! But coming from a restaurant background I know that's the worst way to handle a customer.)Now I've been going to the locale for a couple years, and service was fine way back when, but even since the new lady's taken over the bar staff's been making more mistakes/arguing with each other/underpouring customers. (noticed that two visits ago.) That's not a big deal since table service is still alright - especially during brunch - but if you want good Italian especially during peak hours, I'd suggest going a little deeper into queens. Even woodhaven has a couple very nicer, more private spots for the same price with better service."," enjoy I saw him manhandle his waitress to make sure his son had plenty of organic juice, while the waitress was clearly swamped and in the weeds, we had been waiting 50 minutes for our order of fish, and this guy's kid gets three servings of juice as soon as his glass is empty. (Meanwhile, the guy eating at the bar's had an empty glass as long as I could stare at it!) Told me if I didn't want mushrooms with my order that I should've ordered it that way - which I didn't! Then he switched gears and told me I should've ordered something without mushrooms if I hate them so much. Fine point noticed that two visits ago That's not a big deal since table service is still alright - especially during brunch - but if you want good Italian especially during peak hours, I'd suggest going a little deeper into queens. Even woodhaven has a couple very nicer, more private spots for the same price with better service."
"Yes,  I am definitely a fan of Locale. I recently discovered this place and when there for brunch with some friends. The decor is hip and unique and it seems to draw in a sophisticated crowd, even for brunch on Sunday when most are hungover. The service was good- the waiter was very friendly and attentive. The food was DELISH- we ordered the nutella french toast for the table and it was devoured in seconds. Prices were fine for typical Astoria brunch and the decor and ambiance of the place was a pleasant surprise.I havent been there in the evening yet but will surely try it out soon. And I will be back for a few more meals- everyone was more than satisfied with their meals.", The service was good- the waiter was very friendly and attentive. The food was DELISH- we ordered the nutella french toast for the table and it was devoured in seconds. Prices were fine for typical Astoria brunch and the decor and ambiance of the place was a pleasant surprise.I havent been there in the evening yet but will surely try it out soon. And I will be back for a few more meals- everyone was more than satisfied with their meals.
"My sister and I took my mom here for a Saturday birthday brunch. Made a 2pm reservation via Open Table before the restaurant opened - but we weren't seated until almost 2:30pm because ""other customers were lingering."" I get not wanting to kick people out, but then block off a table an hour early when you have a reservation. (You don't ask an 80-year-old woman to have a drink at the bar.) The food however was amazing and once we were seated at our table we had a lovely time. I had the Belgian waffle with bananas and walnuts and a side of applewood-smoked bacon, my sister had the classic eggs Benedict, and my mom had the eggplant and burrata sandwich with fries. We all loved our food and shared. We got coffee and one chocolate gelato and one vanilla creme brulee for dessert to share. These were great though the creme brulee was a little too luke warm and runny. My sister had pinot grigio and I had 2 bloody marys which were delicious - just the right amount of spice and alcohol. Their brunch menu is all a la carte however and does not include sides or drinks. the decor is cute and I like how they project movies on the wall behind the bar. It is also not so loud that you can't hear the conversation at your own table - I hate that but here we had no problem at all. It was a lovely time and all was delicious and I will go there again - just not until I have a whole afternoon or evening to blow because the service is so slow as well as the wait, even with a reservation."," The food however was amazing and once we were seated at our table we had a lovely time I had the Belgian waffle with bananas and walnuts and a side of applewood-smoked bacon, my sister had the classic eggs Benedict, and my mom had the eggplant and burrata sandwich with fries. the decor is cute and I like how they project movies on the wall behind the bar. It is also not so loud that you can't hear the conversation at your own table - I hate that but here we had no problem at all. It was a lovely time and all was delicious and I will go there again - just not until I have a whole afternoon or evening to blow because the service is so slow as well as the wait, even with a reservation."
"Was going through my checked-in places on yelp.. and saw Locale. For the life of me, I could NOT remember what place this was! And I was just there 5 days ago!Then it finally hit me. Sunday brunch!! I think that says a lot about this place..Now for the actual review..Service is REALLY REALLY REALLY slow. I believe we waited about an hour for the food to come out. Now the food is pretty good. But it shouldn't have taken that long to prepare! I had the southern omelet. The eggs were so light and fluffy. I love that. The bf had the burger.. very juicy. Another ordered the gnocchi and the 4th ordered the portebello benedict. All were very good. After eating, we forgot how bad the service was because our food was so good so we decided to have dessert there. Another 20-30min passed before our desserts finally came. Bf and I shared the tiramisu. YUMMY!! The other couple shared the warm apple cobbler. That was disappointing.This place is definitely a one time try.. and I'm glad I got to try it once. But never again."," For the life of me, I could NOT remember what place this was! Sunday brunch Now the food is pretty good. But it shouldn't have taken that long to prepare! The eggs were so light and fluffy. All were very good. After eating, we forgot how bad the service was because our food was so good so we decided to have dessert there. But never again"
"On my way to see Cowboys And Aliens, so I decided to stop by Locale for a meal. The hostess asked if I wanted to sit inside or out, and given the sour smell of the interior [not always the case] I opted for the outside. I wasn't given the specials, just a menu shoved on my table. I know there were specials, because another waiter recited them to a couple sitting in his station after I had already ordered. The waitress did the same to a group sitting next to me. So 25 minutes later I get the hen, which was forgettable, plain, bland. I've had more excitement proctoring the State Regents Exam. The meal was a solid ""C"". Although I really just wanted to get the experience over with, I ordered the creme brulee as a last ditch effort to like this place. It was like getting a scoop of your favorite ice creme to make up for a day at the amusement park being rained out."," The waitress did the same to a group sitting next to me. I've had more excitement proctoring the State Regents Exam. The meal was a solid ""C""."
"After a good friend's reco, we came here for brunch, and we really got what we expected, because my friend knows what she's talking about.  The menu is incredible, I had the hardest time choosing what i wanted and finally decided on the cheddar polenta, which for an eastern-european girl like me, was heaven.  my husband had the omelet, which didn't disappoint, and the freddy krugers are just extra spicy bloody mary's, right up our alley.  Can't wait to go back, and dying to try the dinner menu, the only shortcoming was the service."," The menu is incredible, I had the hardest time choosing what i wanted and finally decided on the cheddar polenta, which for an eastern-european girl like me, was heaven. my husband had the omelet, which didn't disappoint, and the freddy krugers are just extra spicy bloody mary's, right up our alley."
"Came back for brunch and had their quesadilla which was Ok. In the past I had the the popular belgian waffles. Service was pretty good, we got our orders relatively quick. Location is good, always easy to find street parking."," Service was pretty good, we got our orders relatively quick. Location is good, always easy to find street parking."
"Very confused.I was told this was an okay place. My fiancee and I, whom are both quite familiar with the neighborhood as well as  picky/ knowledgeable patrons at that. We decided to give it a go. Upon arrival the atmosphere was cute, a little ""hipster esque"" we ordered a bottle of their mid-range champagne and opened menu. After learning three menue options were no longer available at 8:00 pm, we settled and ordered. After great conversation and one hour  out-came our plates. Mine being Hanger steak, a dish on special as well as regular menu were ice cold. My fiancee had some type of lamb ragu.I must say  that I have never in my life seen him complain to a waiter about food, this was a first. Waiters tried to rectify the situation by telling me the cook was ""to busy to care"". Completely disappointing, Should have stuck to my Trattoria l'contro or Vesta. Can you say overrated?"," My fiancee and I, whom are both quite familiar with the neighborhood as well as  picky/ knowledgeable patrons at that. Upon arrival the atmosphere was cute, a little ""hipster esque"" we ordered a bottle of their mid-range champagne and opened menu. Can you say overrated"
Came here with a big group. Initially I made reservations for 10 but it turned out to be 12 and they easily accommodated us. We all had a lovely dinner due to the great service and yummy food. Next time I want to come back for brunch., Came here with a big group
"First time here was last night (3/10/12). Made reservations for a 730 on a Saturday night and I'm glad we did because it got crowded quick.Service was very good. Quick and amicable as well as helpful when you had questions on the menu or specials. We both split the mussels as an appetizer and they were HUGE! We've had mussels at other restaurant in the neighborhood and these were by far the best.While the menu looked amazing, we both decided to order from the nightly specials. My date has the long island duck that was served with chorizo sausage pieces, white sweet potatoes and a plumb sauce. The presentation was amazing and all the tastes ran together so nice. I would usually not opt for duck when eating out, but after tasting some of hers, i would absolutely come back and order this.I went with the short ribs special. This was incredible. Anytime short ribs is on a menu or a special, 9 times out of 10 its going to be great. But this dish was so different and exploding with taste. It was short ribs, served over cheddar cheese polenta in a mush room reduction, topped with fried onions. so freakin good.Over all, the dishes were amazing and the service was super friendly. We've been living in the neighborhood for three years and this was our first time here, def not our last."," Service was very good. Made reservations for a 730 on a Saturday night and I'm glad we did because it got crowded quick.Service was very good. Quick and amicable as well as helpful when you had questions on the menu or specials We both split the mussels as an appetizer and they were HUGE My date has the long island duck that was served with chorizo sausage pieces, white sweet potatoes and a plumb sauce. The presentation was amazing and all the tastes ran together so nice I would usually not opt for duck when eating out, but after tasting some of hers, i would absolutely come back and order this.I went with the short ribs special. Anytime short ribs is on a menu or a special, 9 times out of 10 its going to be great. But this dish was so different and exploding with taste. so freakin good.Over all, the dishes were amazing and the service was super friendly."
"The food is generally very good and the cocktails are outstanding.I know their whole deal is ""locally grown,"" but the service is soooooooo slow (and it's not just the kitchen), it usually gives me pause about going back. That's the main reason I'm only giving 3 stars.But if you have all the time in the world, definitely give them a try!"," The food is generally very good and the cocktails are outstanding.I know their whole deal is ""locally grown,"" but the service is soooooooo slow (and it's not just the kitchen), it usually gives me pause about going back."
"Love it!  Locale is dimly lit and the atmosphere is intimate.  Not a huge place but they have outdoor seating as well.  Nice for a date. The service is here is one of the best I've had.  We had Locale's faggotini which is beggar's purse shaped pasta stuffed with gorgonzola and walnuts in red beet sauce and the artichoke ravioli with asparagus and white truffle sauce.  The faggotini was my favorite of the two.  The truffle in the artichoke ravioli was a bit overpowering for my taste. For drinks I had Rosemary's Garden which is rosemary-dill infused vodka, sauvignon blanc and a blue cheese stuffed queen olive.  The blue cheese adds an interesting but good kick to the drink.  My friend had the Smooch with absolut mandarin, fresh strawberry, white peach puree, and mint. Sweet and tropical.  Will definitely be back again."," Will definitely be back Locale is dimly lit and the atmosphere is intimate. Nice for a date The faggotini was my favorite of the two. For drinks I had Rosemary's Garden which is rosemary-dill infused vodka, sauvignon blanc and a blue cheese stuffed queen olive. The blue cheese adds an interesting but good kick to the drink. Sweet and tropical Will definitely be back again Will definitely be back Will definitely be back"
The french toast was good. The mimosas weren't water downed. My friend's omelette was good as well. We had to wait for a bit since we were five people for brunch and most seating is for smaller groups. Nice interior. The waitress was super nice. Can't ask for much better., The french toast was good. The mimosas weren't water downed. My friend's omelette was good as well. The waitress was super nice.
"I've been here for brunch a few times with my wife and children and none of us have ever been disappointed. I've also stopped in for dinner a couple of times and they do not disappoint.The waitstaff is always friendly, warm and knowledgeable about the menu, and the food is top notch.Locale is always on the top of my list of restaurants I recommend to friends new to the area."," I've also stopped in for dinner a couple of times and they do not disappoint.The waitstaff is always friendly, warm and knowledgeable about the menu, and the food is top notch.Locale is always on the top of my list of restaurants I recommend to friends new to the area."
"Absolutely amazing restaurant, and I'm picky.I had the salmon, which is Scottish, so much more flavorful than Atlantic or Alaskan salmon. Tasted the gnocchi and the rigatoni bolognese, as well, both were delicious. Had one of the best wines I've ever had by the glass in a restaurant, C'est La Vie, as well as a light, not-too-sweet peach martini that was heavenly.Staff was very knowledgeable and helpful. Without question, they made special arrangements for me because of my allergies. We had a reservation and our table was ready when we arrived, but we wanted to sit at the bar for a drink first, and they had no problem with it. Beautiful decor. I'd go back in a heartbeat."," Had one of the best wines I've ever had by the glass in a restaurant, C'est La Vie, as well as a light, not-too-sweet peach martini that was heavenly.Staff was very knowledgeable and helpful. I'd go back in a heartbeat."
"Very unfriendly manager. We arrived with 2 kids and while there were empty tables, they made us wait for 45 mins. We arrived 1:20 and they had to hold 6 empty seats for a 2:30 reservation, while we had to stand. Nice.... We left when he even increased our wait to1 hr... Til 2:30.", Very unfriendly manager
"Favorite neighborhood spot in Astoria. Try the short rib risotto, very rich but worth every penny. Small intimate tables, great mood lighting, low key enough for a first date but also nice with friends (not particularly great for large parties id imagine because of the small space). The service is always friendly and for the price you're getting a great dinner."," Favorite neighborhood spot in Astoria Small intimate tables, great mood lighting, low key enough for a first date but also nice with friends (not particularly great for large parties id imagine because of the small space)."
"Wonderful service, delicious food, lovely ambience. Went with the girl for our six month anniversary.The portabello and goat cheese crustini salad was beautiful and tasty; just enough to start us off. The Goat Cheese was just perfectly toasted, and was my favorite part of the meal. We shared the Black Linguini with Calamari and Sausage for our main. Also well presented and succulent. A little on the buttery side, which I am always cool with. Calamari was just fine. (The girl ate the sausage, so I can't comment on that.) (You liked that double entendre, did you?)The service was excellent. From the moment we entered the premises (barely even through the doors) we were greeted and invited to choose whatever table we'd like. Our servers and runners were just lovely - interested in making small talk to show their personalities and understanding when it was appropriate to leave us to our meal. Dishes, food, and all were handled and set quickly and gracefully. The owner of the restaurant even came around after we'd finished up to ask how we'd enjoyed his place. He gave us each a bit of moscato as thanks for our feedback. How often do you find that in NYC?Will certainly be back."," enjoy Went with the girl for our six month anniversary.The portabello and goat cheese crustini salad was beautiful and tasty; just enough to start us off. Also well presented and succulent A little on the buttery side, which I am always cool with. (The girl ate the sausage, so I can't comment on that.) )The service was excellent. From the moment we entered the premises (barely even through the doors) we were greeted and invited to choose whatever table we'd like. The owner of the restaurant even came around after we'd finished up to ask how we'd enjoyed his place."
"Ate brunch there on New Years Day....the Iced coffee didn't have any ice and was warm....still got charged for iced coffee prices though.  Also the service wasnt very good...it took them awhile to give us menus, no refills were offered (we had to ask) and servers never followed up once meals were served.  They werent that busy either.  They also changed their name from Locale to Gastroteca...which sounds like some digestive problem, but whatever...overall good food and nice atmosphere.",
"Have you ever walked by one of those restaurants that look trendy and have a ton of people hanging out outside. A place to be seen, all about the scene. That's the vibe you get when you stroll by this restaurant. I've walked by this joint a few times since moving back to Astoria. This last weekend I finally tried it out.Walked up and was greeted straight away and sat promptly. Menus dispersed and specials described. We were left to browse the menu and take in the surroundings. As a restaurant goes it does have a great feel to it. The atmosphere here is one that is relaxed and pretty hip with out trying to be. But I guess that's where the good ended. The brunch menu was small, and the food was OK. Not bad by any means just not something that would blow your mind away. The part of the puzzle that let me down the most, that prevented getting that extra star I would have to say is the service. Slow and inattentive is what we got. Not even a check up to see how we were doing. No ketchup, and no condiments brought to the table. Just wish the service was better. So if you find yourself with in walking distance of this place go ahead and give it a shot. I just hope that you have a better wait staff than I did."," Have you ever walked by one of those restaurants that look trendy and have a ton of people hanging out outside We were left to browse the menu and take in the surroundings The brunch menu was small, and the food was OK. Not bad by any means just not something that would blow your mind away. The part of the puzzle that let me down the most, that prevented getting that extra star I would have to say is the service. So if you find yourself with in walking distance of this place go ahead and give it a shot I just hope that you have a better wait staff than I did"
"Went to Locale for an early dinner last night. As usual, great food and relaxed atmosphere. I started with the meatballs appetizer. Delicious! Savory meatballs in a delicate tomato sauce. For our main course I had the pasta and lamb sauce. Great! My husband had the chicken and polenta, as recommended by our very friendly waiter Alex. He loved it! I was happy to see the owner there as I wanted to compliment him on another great meal at Locale!  Highly recommend this restaurant! Enjoy!"," Delicious Went to Locale for an early dinner last night Savory meatballs in a delicate tomato sauce My husband had the chicken and polenta, as recommended by our very friendly waiter Alex. Highly recommend this restaurant"
"My favorite place to eat in Astoria!  No question!  The food is delicious.  I think I've tried everything on the menu (brunch and dinner) and I was satisfied with it all.  The drinks are great, too! And the prices are well within my budget.  You get the perfect amount of food that leaves you satisfied without being overstuffed. The staff is friendly and efficient.  Since I go in there all the time, the owner always gives me a drink on the house...so generous!  I love the decor, as well!  It's just an awesome place, all around.  I"," My favorite place to eat in Astoria The food is delicious. The drinks are great, too!"
"I am moving to the area and decided to check this place out. The food was good, drinks perfectly awesome, and service was fantastic. My server Cristina, was friendly, helpful and absolutely makes me want to come back and try out other items on the menu. Very good first impression!"," The food was good, drinks perfectly awesome, and service was fantastic. Very good first impression!"
"As a huge fan of brunch living 2 blocks away from Locale, I was excited to have a highly rated brunch place so close to me.  When I got the chance to try it last summer, I was really surprised that it was so subpar.   The restaurant was empty and service was attentive, but I cannot really get around the strangeness of the food.  I got the portobello mushroom benedict, which was fine but nothing memorable.  My friend got the spinach and goat cheese omelet, and this was very strange.  The texture was very smooth and kind of spongey.. it didn't seem like real eggs.  And it was cold.  Spinach and goat cheese omelet is pretty hard to mess up but we were both taken back by how  un-omelet like it was.   I've had many omelets,  I don't expect them to be amazing all the time.  It is, after all, just an omelet - something you can make at home easily.   In this case, we both wished we had just gone to my apartment and made our own omelets.   Or several avenues over to DiWine.  My friend also got a side of polish sausage, which was alright - reminded me of a hot dog.  I enjoy a hot dog now and then (okay, only at baseball games, really) but it wasn't what I was expecting.  I do like the feel of the place.  It seems chic and popular in the evening, and it was nice to sit outside. To summarize:  Strangely textured omelet, odd tasting water, an okay portobello mushroom benedict, somewhat sweet mango mojito, and hotdog-like sausage amounts to a mediocre brunch in terms of food.  However, the pleasant fall Sunday weather and outdoor dining experience made it a charming brunch experience."," enjoy When I got the chance to try it last summer, I was really surprised that it was so subpar. The restaurant was empty and service was attentive, but I cannot really get around the strangeness of the food. My friend got the spinach and goat cheese omelet, and this was very strange. The texture was very smooth and kind of spongey.. it didn't seem like real eggs. It is, after all, just an omelet - something you can make at home easily. Or several avenues over to DiWine I do like the feel of the place"
"The boy brought me here after I suggested something upscale but not stuffy for a Monday night outing.  I'm a foodie - both cooking and eating - so I appreciate a place that has a thoughtfully planned menu as well as knowledgeable staff. We shared a bunch of stuff: a perfectly medium cooked skirt steak with ""fries"" (really, just slices of baked potato) and baby arugula salad, blue crab stuffed ravioli (seriously, it was insane) as well as a flour less chocolate cake with gelato and fresh whipped cream. We had several cocktails as well that were unique as well as strong. Not only was our server super attentive and well versed in menu options, the owner Johnny checked in to make sure everything was satisfactory and appreciated our patronage so much that he offered is a complimentary glass of port as a parting gift. That's service!!! We'll definitely be back."," We shared a bunch of stuff: a perfectly medium cooked skirt steak with ""fries"" (really, just slices of baked potato) and baby arugula salad, blue crab stuffed ravioli (seriously, it was insane) as well as a flour less chocolate cake with gelato and fresh whipped cream. Not only was our server super attentive and well versed in menu options, the owner Johnny checked in to make sure everything was satisfactory and appreciated our patronage so much that he offered is a complimentary glass of port as a parting gift. We'll definitely be back."
"This place is amazing. The food is fantastic and well portioned, drinks are amazing (especially the Rosemary's Garden) and the staff and managers are always so friendly and welcoming. This is definitely one of my top dinner/ brunch spots in Astoria."," This place is amazing The food is fantastic and well portioned, drinks are amazing (especially the Rosemary's Garden) and the staff and managers are always so friendly and welcoming."
"very cute place...has a Cityish vibe to it, minus the City price. Great place for brunch."," very cute place...has a Cityish vibe to it, minus the City price. Great place for brunch"
"My husband and I picked Locale for our first post-baby date.  Given that we hadn't been out as just the two of us in over eight months, we were really hoping for a nice meal.  Locale didn't disappoint, but it didn't completely wow us either.We had the fried artichokes and meatballs as our appetizer course, both of which were nice.  Then we had the pappardelle with lamb ragout and the veal medallions with mushrooms for our entrees, which were, again, nice.  They offered a fried banana with ice cream and caramel sauce for dessert--it, too, was nice.  Nice, nice, nice.The physical space is nice, cozy, and feels like a slice of Brooklyn in Queens.  Some of the ironwork reminded me of Dressler.  We'll be back sometime, I think, but it's not my very first priority the next time we hire a babysitter."," My husband and I picked Locale for our first post-baby date. Nice, nice, nice.The physical space is nice, cozy, and feels like a slice of Brooklyn in Queens. We'll be back sometime, I think, but it's not my very first priority the next time we hire a babysitter."
"Awesome music.  Radiohead, Daft Punk, Janet Jackson.  Each employee is allowed to add songs to the playlist each night, so they must have some cool people working here, or at least some okay people who listen to good music.  Our waitress recited the specials without error, and gave great food recommendations.The special tomato-red pepper soup was delicious, but too big of a helping for an appetizer.  I enjoyed both of the pasta choices that my table ordered, but probably wouldn't get them again.  The rabbit ragu and pea prosciutto dishes were well executed, but just didn't mesh with my palette enough.Next time I go back I'm just going to do drinks and dessert, since I missed both of them the first time.  Chocolate souffle, here I come."," enjoy Each employee is allowed to add songs to the playlist each night, so they must have some cool people working here, or at least some okay people who listen to good music. Our waitress recited the specials without error, and gave great food recommendations.The special tomato-red pepper soup was delicious, but too big of a helping for an appetizer."
"Truly awesome dinner.  From start to finish we loved it.  I will for sure go here again, and maybe even become a regular.  The ""Southern Belle"" Buffalo Trace cocktail was exceptional.  Ordered 2 and probably should have ordered 3.  So awesome!Food is very flavorful.  We ordered specials and loved them.  I hope to go back and try some regular menu items!"," Truly awesome dinner The ""Southern Belle"" Buffalo Trace cocktail was exceptional. Ordered 2 and probably should have ordered 3 So awesome!Food is very flavorful."
"I went to Locale for brunch this saturday...and I loved it!  I had the Portabello Benedict- poached eggs, spinach, and portabello mushrooms with a truffled hollandaise!  Amazing!  The home fries were great as well.  My friend had 2 eggs your way (she had them over-medium, but they weren't quite there, I think).  She commented how great it was to get any-style eggs in this neighborhood... She's had a hard time with that.  The service was great.  Very attentive, and very quick.  I never had an empty coffee cup!This is definitely our new brunch spot.  Next time I want to get a table in the VIP section...ours by the window was a little bit small, and a little drafty on a cold day. (that's why I took off a star...)Really cute decor as well...  I'd love to bring a date here for a romantic dinner... it looks like a great date spot!  It's like a soho hotspot here in Astoria!  Love it!", The home fries were great as well. The service was great. (that's why I took off a star...)Really cute decor as well... I'd love to bring a date here for a romantic dinner... it looks like a great date spot!
"ive been meaning to write a review of this place but always skip over it.i tried this place one summer weekend so we sat outside, the place was pretty full but we didnt have to wait to get a seat with out any type of reservation.thankfully we only ordered salads and a few drinks.it took almost 20 min for someone to take our order, but the girl who did wasnt bad she was pretty friendly and told us all about the fun drinks. which were pretty good.but i like to review food, i got a simple salad with walnuts and grilled pears. sounds delish right? it was ok until you tasted the pear, because it tasted of chicken. someone didnt brush that grill off did they mmmmmmm. but i had to wait another 30 min just for that so i ate it and asked for the check which took about the same time.i pass this place almost everyday, and never see anyone there anymore so hopefully everyone realized how lame this place is."," ive been meaning to write a review of this place but always skip over it.i tried this place one summer weekend so we sat outside, the place was pretty full but we didnt have to wait to get a seat with out any type of reservation.thankfully we only ordered salads and a few drinks.it took almost 20 min for someone to take our order, but the girl who did wasnt bad she was pretty friendly and told us all about the fun drinks. which were pretty good.but i like to review food, i got a simple salad with walnuts and grilled pears. sounds delish right? someone didnt brush that grill off did they mmmmmmm."
"Wait... I haven't reviewed Locale? I've only been here 5 times in the last few months..I have been to the bar for drinks a handful of times, the martinis are delicious and sweet.Pollo Al Lemone - Intense! This is one of the best meals I've had in NYC and THE best meal I've had in Queens. That chicken was so divine and fell right off the bone. Eggs Florentine - Yum! Did not disappoint. This is my favorite restaurant in LIC."," Yum I've only been here 5 times in the last few months..I have been to the bar for drinks a handful of times, the martinis are delicious and sweet.Pollo Al Lemone - Intense! That chicken was so divine and fell right off the bone. Did not disappoint"
"Pretty sure that this is my new favorite brunch place.  I ordered eggs benedict with corned beef hash and my friend had french toast filled with Nutella.  Both were delicious.  The only thing that I didn't really love was the consistency of the corned beef hash - I thought it was going to be crispy but it was mushy because it was in between the egg and the bread.  They would have received 5 stars had it not been for the tiny mimosa.  If you're going to charge that much for a drink, please make sure that it is more than 4 sips.  The food alone is worth it though!"," Pretty sure that this is my new favorite brunch place. I ordered eggs benedict with corned beef hash and my friend had french toast filled with Nutella. Both were delicious They would have received 5 stars had it not been for the tiny mimosa. If you're going to charge that much for a drink, please make sure that it is more than 4 sips. The food alone is worth it though! Both were delicious"
"Creative and scrumptious, Locale is so delicious, I am longing to return for the brusel sprout salad, tender crisp lamb ribs and spicy chicken on a large medley of seasonal vegetables. Cooked to perfection, common poultry is redefined. I have had dinner five times since the restaurant has new owners. Each time I have come with different friends and the response has been the same gutteral groans of dining pleasure. mmmmnnnn!!! ...and again MMMMNNN!    Oozing with charm,Locale looks like a 19th century European cafe frequented by Emile Zola and Cezanne. A great date place, it's romantic and edgy, and if there is a lull in the conversation, you can talk about the silent movies projected on the wall, a nod to Kaufamn Movie Studios down the block. Dracula and Vampires for Halloween, Fred Astair and Ginger Rogers for Valentine's day.      Brunch and dinner outside during the Indian summer was a joy,  sitting under the tall trees in the fresh air with the waitstaff graciously and patiently attending to our every culinary need. A great respite from the hectic Manhattan scene, and five minutes over the 59th street bridge. It cost more in a taxi to go downtown."," Creative and scrumptious, Locale is so delicious, I am longing to return for the brusel sprout salad, tender crisp lamb ribs and spicy chicken on a large medley of seasonal vegetables. I have had dinner five times since the restaurant has new owners. Each time I have come with different friends and the response has been the same gutteral groans of dining pleasure. mmmmnnnn and again MMMMNNN A great date place, it's romantic and edgy, and if there is a lull in the conversation, you can talk about the silent movies projected on the wall, a nod to Kaufamn Movie Studios down the block."
"Good service, but food is pricey and the portions are ridiculously small.  Don't get the steak - it says it comes with a vegetable but it's really a fried onion, and the steak is definitely not worth it."," Good service, but food is pricey and the portions are ridiculously small."
"love the atmosphere here. tables on the front bottom level, and couch style seating on the upper back level, although the tables are still high so you're not bending over your food. it's very comfortable and cozy. the wall to wall floor to ceiling windows reflecting all the table candles make it really pretty in there.wait staff is super friendly, service is fast, food is delicious! less than impressed (actually very disappointed) with our two appetizers we chose... meatballs and bruschetta trio. meatballs were bland, spreads weren't very tasty and bread small and sparse, but our entrees were fantastic! steaks for the husbands (can't remember the cut, but i remember them liking them), which were cooked to perfection (rare and medium rare, both men were impressed with how they were done), beet and gorgonzola pasta for me, which was SUPERB, and crab cakes for my friend which she loved and was a great size. will definitely go back."," love the atmosphere here tables on the front bottom level, and couch style seating on the upper back level, although the tables are still high so you're not bending over your food. it's very comfortable and cozy. the wall to wall floor to ceiling windows reflecting all the table candles make it really pretty in there.wait staff is super friendly, service is fast, food is delicious! meatballs were bland, spreads weren't very tasty and bread small and sparse, but our entrees were fantastic! will definitely go back"
