no.ofsimilartips,tip
0,They do get friendly wi the toppings
0,Lots of vegetables
0,They make their pasta in house we had the Tagliatelle with truffle oil and veggies definitely tasty but DRY too dry for any pasta dish especially one thats a small size and costs almost 20
0,"The wine selection is nice, plenty of dishes to choose from on the menu, lovely place overall."
0,"GREAT for a date in my opinion, maybe just not a first date, you may creep him/her with the ""romantic-ness"" of this place."
0,Food staff service drinks ambience prices all on point
0,We had two salads and loved them both.pasta was great as well.
0,Expertly crafted soft biscuits not doughy with a hard poached egg (not runny) and topped with a light gravy.
0,The baked eggs was flavorful and filling.
0,We had vegetable terra cotta gnocchi and California  Benedict and they were all fantastic
0,"Our waiter the last time was a bit snobbish, acting like he had other, more important things to do and we were interrupting him, but other than that great spot in Astoria I have gone here a few times and always have had a good meal."
0,Lots of interesting drink choices as well
0,The crostinis are delicious and each one is easily shareable by two people so you can sample and discover your favorites.The mussles here in the garlic sauce were perfect.
0,Probably better than some seafood restaurants and french places ive gone to.Vanilla voltaire is a fantastic drink if you're looking for some cocktails.The steak was declious.
0,Its a bloody mary wi spicy vodka
0,Love the many windows and the brightness inside
0,Do we look like we were skipping the tab
0,"i really liked this place, the food is excellent and very well-priced (i kept raving to the bf that it would cost much more to get the same quality of food elsewhere)."
0,We could have sat there.
0,My recommendation is skip their brunch... but their dinner is still worthwhile.
0,"Forgot to mention the servers, the ones who actually bring and take plates... were very sweet and kind."
0,"the wait seems quite long, we chatted and drank lots of coffee until our food arrived."
0,the scampi had great flavors and paired very well with the cheddar polenta.
0,"the eggs were cooked sunnyside up, a bit too undercooked for me."
0,:) Let me start off with the positives: our waitress was an absolute sweet heart and did an awesome job handling our large party.
0,Dont bother making a reservation it clearly does not matter
0,"Foodwise, the calamari was very good as were the mussels and a pasta special with shrimp and sausage."
0,The crostini's were just OK..I've definitely had better elsewhere and the beet salad was meh.
0,"Sadly, some other b*tchy lady came up and said No, 10% off is only for parties of 4 or less - wait what?"
0,I decided not to argue because there were so many of us and it was not worth making a scene but come on..don't advertise a deal if you are not going to let yelpers use it.
0,"It doesn't specify anywhere that its for parties of 4 or less.Overall, I'd go elsewhere or just stop in here for a quick drink."
0,Also no reason to be rude when someone has a deal you are advertising
0,So the table is ready at 1:30 and I begin setting up.
0,I appreciate that it was later than I had said it would be.
0,The restuarant is busy but no one is waiting for a table at this point.
0,Made a 2pm reservation via Open Table before the restaurant opened  but we werent seated until almost 230pm because other customers were lingering
0,First of all i would like to say that this place is awesome!
0,If it gets too chilly outside you can move right into their lounge.
0,I actually came here last night with my cousin and he ordered the Organic Lemon chicken which i tasted and i had the Mahi Mahi which was a little over cooked but i still ate the whole thing.
0,"Their grilled calamari is delicious, we always have 2 orders of it."
0,For brunchThe nutella french toast with a Freddy Krueger blood mary  with those delicious stuffed olives they serve with it seriously if anyone wants to go here and doesnt have a date let me know
0,id love to dine here ANYTIME!its a shame that their staff has a huge turnover rate though :( Went with friends for a birthday brunch.
0,Food is exquisite.
0,"I saw him manhandle his waitress to make sure his son had plenty of organic juice, while the waitress was clearly swamped and in the weeds, we had been waiting 50 minutes for our order of fish, and this guy's kid gets three servings of juice as soon as his glass is empty."
0,"(Meanwhile, the guy eating at the bar's had an empty glass as long as I could stare at it!)"
0,Told me if I didn't want mushrooms with my order that I should've ordered it that way - which I didn't!
0,Then he switched gears and told me I should've ordered something without mushrooms if I hate them so much.
0,noticed that two visits ago
0,"That's not a big deal since table service is still alright - especially during brunch - but if you want good Italian especially during peak hours, I'd suggest going a little deeper into queens."
0,"Even woodhaven has a couple very nicer, more private spots for the same price with better service."
0,Prices were fine for typical Astoria brunch and the decor and ambiance of the place was a pleasant surprise.I havent been there in the evening yet but will surely try it out soon.
0,"Service is hit or miss, but the area is great for ppl watching."
0,"Decent food, great prices (esp with theYELP discount) and great drinks."
0,Sat at around 1115 with plenty of tables available
0,Came down here on a nice midweek evening during restaurant week wmy eatin buddy
0,"Even my boyfriend, who is VERY picky with his restaurants, was terribly impressed by this place!!!"
0,"Although we have not tried everything yet, our favorite dishes are: 1)  The Fagotini beet pasta - I'm a huge pasta fan, and this dish was so unique and delicious 2) Veal Scallopini - perfectly done with tasty greens on the side."
0,3 The artichoke truffle Ravioli  Again so unique and such a creative and perfect mix of flavors
0,"I had the ""Tropical Salad"" and the cod special, I cannot stop talking about how delicious and healthy both dishes were."
0,It is warm and welcoming with a rustic chic decor.
0,We got to talking and he was so kind and down to earth he ended up treating us to a drink at the bar.
0,I parked myself and my journal at the bar earlier than our reservation
0,They definitely need to expand their vegetarian options more than one salad would be nice
0,"Servers were nice and smiley and bus boy service was sharp.After we stuffed our faces, we returned to the bar for a round of drinks."
0,The decor and ambience was welcoming with various types of seating depending on how you want to dine bar couches tables and bench seating
0,My girlfriend's passion fruit martini was tasty and strong.
0,It was the first real Spring night of the season and my boyfriend and I decided we wanted to eat outside.
0,"We'd been to Locale for a drink before and figured, why not try it out again!We were glad we did."
0,I got the Skirt Steak Special which was served over oven roasted potatoes and spinach which a very good reduction over it.
0,And I will be back for a few more meals- everyone was more than satisfied with their meals.
0,I get not wanting to kick people out but then block off a table an hour early when you have a reservation
0,We all order within the next 5 minutes and get down to enjoying our unlimited beverages and the company
0,You dont ask an 80yearold woman to have a drink at the bar
0,"My fiancee and I, whom are both quite familiar with the neighborhood as well as  picky/ knowledgeable patrons at that."
0,"Upon arrival the atmosphere was cute, a little ""hipster esque"" we ordered a bottle of their mid-range champagne and opened menu."
0,After great conversation and one hour  outcame our plates
0,My fiancee had some type of lamb raguI must say  that I have never in my life seen him complain to a waiter about food this was a first
0,Made reservations for a 730 on a Saturday night and I'm glad we did because it got crowded quick.Service was very good.
0,Quick and amicable as well as helpful when you had questions on the menu or specials
0,We both split the mussels as an appetizer and they were HUGE
0,Weve had mussels at other restaurant in the neighborhood and these were by far the bestWhile the menu looked amazing we both decided to order from the nightly specials
0,"My date has the long island duck that was served with chorizo sausage pieces, white sweet potatoes and a plumb sauce."
0,The presentation was amazing and all the tastes ran together so nice
0,"I would usually not opt for duck when eating out, but after tasting some of hers, i would absolutely come back and order this.I went with the short ribs special."
0,"Anytime short ribs is on a menu or a special, 9 times out of 10 its going to be great."
0,But this dish was so different and exploding with taste.
0,"so freakin good.Over all, the dishes were amazing and the service was super friendly."
0,"The food is generally very good and the cocktails are outstanding.I know their whole deal is ""locally grown,"" but the service is soooooooo slow (and it's not just the kitchen), it usually gives me pause about going back."
0,"Location is good, always easy to find street parking."
0,"my husband had the omelet, which didn't disappoint, and the freddy krugers are just extra spicy bloody mary's, right up our alley."
0,"The menu is incredible, I had the hardest time choosing what i wanted and finally decided on the cheddar polenta, which for an eastern-european girl like me, was heaven."
0,"For the life of me, I could NOT remember what place this was!"
0,The food however was amazing and once we were seated at our table we had a lovely time
0,"I had the Belgian waffle with bananas and walnuts and a side of applewood-smoked bacon, my sister had the classic eggs Benedict, and my mom had the eggplant and burrata sandwich with fries."
0,My sister had pinot grigio and I had 2 bloody marys which were delicious  just the right amount of spice and alcohol
0,It is also not so loud that you can't hear the conversation at your own table - I hate that but here we had no problem at all.
0,"It was a lovely time and all was delicious and I will go there again - just not until I have a whole afternoon or evening to blow because the service is so slow as well as the wait, even with a reservation."
0,Was going through my checkedin places on yelp and saw Locale
0,But it shouldn't have taken that long to prepare!
0,I've had more excitement proctoring the State Regents Exam.
0,The eggs were so light and fluffy.
0,"After eating, we forgot how bad the service was because our food was so good so we decided to have dessert there."
0,That was disappointingThis place is definitely a one time try and Im glad I got to try it once
0,I wasnt given the specials just a menu shoved on my table
0,The waitress did the same to a group sitting next to me.
0,So 25 minutes later I get the hen which was forgettable plain bland
0,"Great music playing, impressive menu, and to think that you can resist passing up the delicious desserts here is a joke!"
0,"My boyfriend and I sat outside to enjoy the gorgeous weather, and I must say that the serivce is outstanding."
0,"This place has a hipster vibe and service is breezy and cool, to be expected."
0,"The dark wood tables, and the couches facing vintage brocade wall paper along the back wall looked chic."
0,Some for brunch 1 lunch and the rest dinners
0,"You will probably have to ask for descriptions of the drinks at brunch since they just have a name, but so far, all the drinks we tried were better then good."
0,"Prices were normal for a nice night out, but not steak house prices."
0,Drinks were about the same and most local restaurants.
0,Dont forget to checkin using your phones Yelp app to get a discount on your bill
0,Always a nice perk
0,"Then I tried the tiramisu, but I was disappointed, I didn't like the taste.Although my friend tried other dishes and she liked everything....so its really very individual."
0,"It was quiet for a Saturday night, we sat at the bar and had a delicious peppermint hot chocolate, papardelle lamb ragu and pistachio-crusted fried cod."
0,"It was warm, not too sweet and  you could feel the quality of the ingredients, my taste buds were in heaven!"
0,Originally I figured I would order an assortment of appetizers to stay within budget and have them brought out in increments.
0,Helpful quick professional not in our business too much
0,The food was great and impressed everyone (most importantly the bride and groom).
0,"The sliders stole the show and were perfect two-bite (for some, three) morsels of beef, cheese, brioche and teeny crunchy pickle."
0,Blue Moon is $5 or you can spring for a *perfect* $10 passion martini.
0,There is always a line for brunch on Sunday so be aware of a wait
0,Clean simple inviting
0,Its modern with a rustic twist
0,"Not to sound cliché, but I could taste the freshness with every bite.The interior is beautifully decorated."
0,"We were gonna try to wait it out to eat dinner but that just got to be too much;)I don't remember what I ordered, it must have been penne la vodka which was very good."
0,good wine too
0,the small tables are annoying.get the veal.
0,My chicken was a little salty and it could've used another component but overall I did enjoy it.
0,Okay so lets talk about the drinks now
0,On the other hand I indulged a delicious Antioxitini BEST DRINK EVERRR
0,I don't frequent Locale as often as I'd like.
0,"But, everything is hazy before  trying my friends Belguim waffles with almond whip cream."
0,"Loved the open and airy feeling of the windows.We had a prix-fixe menu and everything tasted sooo good!Overall, the bridal shower came out great and it was an amazing experience.Thanks to everyone at Locale!"
0,heavenly music and rays of light beaming through the parting clouds
0,"However, I will say that even in the midst of trying to stick to a low-carb diet, this is one sinful pleasure I cannot pass by."
0,Chef made a mistake with my order but it was fixed in seconds and it was delicious
0,I must say for once in my life I can thank the nightmarishly scarce parking condition for helping me find this Astoria gem.If you were to only try one thing at Locale it would have to be the Crispy Zucchini.
0,"After one bite of her entree I was trying to think of ways to overtake her meal and have it as my own.With a tastefully appointed interior, a well stocked bar and some outdoor seating Locale provides a great spot for a workday lunch, Sunday brunch or an intimate date night."
0,!We had a bridal shower for one of my very close friends this past Saturday and everything was just wonderful.
0,We had the mussels which were fresh and delicious and the pasta Amitriciana
0,The pasta was perfectly prepared in a smoky spicy sauce
0,"The specially cocktails are a nice touch, but both were incredibly sweet."
0,Can't go wrong with brunch here....my favorite special the huevos rancheros became a part of the menu recently and I couldn't be happier...the Freddy Kruger Bloody Mary is to die for...this place is good for dinner too and a great setting for both romantic and friendly dates....service is great and food is delicious the only downside is being stuck with one of the tables by the door during the winter time and dealing with the cold My companion and I were herded in by the owner.
0,Lastly for drinks during your meal DEFINITELY try the Writers Block or The Cider
0,Cant really go wrong there
0,"Our server apologized, she was quite pleasant."
0,"The ambiance is nice, good for conversation, not too loud or busy as you may expect of a popular brunch place."
0,"I would definitely revisit, but after trying some of the other places in the area."
0,Ive also heard Locale serves delicious meals at other times of day
0,He was very insistent we eat there.
0,I recommend starting with the mussels and meatballs as an APP
0,"He was friendly for a brunch pusher, our first cocktails were free...a familiar tactic.Overall, a nice experience because I was in a social mood."
0,"Had I not been, the owner would have really pinched a nerve.The food was just ok, I'd go back for dinner."
0,From apps to desserts
0,The have outside seating for great spring summer days and offer a great list of cocktail you simply cant beat
0,The rosemary potatoes were to die for and the coffee was solid.
0,Portions were average and we were too full for dessert.
0,On the regular menu try the short ribs or salmonyummy
0,"Finding organic, delicious, and truly fulfilling restaurants in Astoria is hard."
0,"The shrimp were great.Bruschetta Trio need something more.The salad was just ok.Good service and friendly staff.Steak, eh, it was ok. Maybe I should have ordered dessert.I really wanted to like this place, it's quite nice and beautiful."
0,"The food was Fantastic, tasty, and all around worth every cent!"
0,"Food was pretty good- good taste (pesto with lamb sausage was stellar), served at the right temperature, with a decent beverage list."
0,Great place to dine al fresco or allaperto for you purists
0,"Sangria is their top drink, but unfortunately we came from boozing in the city, so I couldn't bear more alcohol intake."
0,This appetizer special a scallop salad
0,Great date night location or just an all around food enjoying spot
0,The blood orange and passion martini's were also good with just enough kick.Bartenders and waiters were very friendly and checked in at the right moments.
0,Still took about several minutes to be seated after it was cleaned
0,Maybe had more seasonal choices.
0,Its modern but elegant
0,However there was 90s music blaring the entire time
0,I though the selections were odd.
0,There was a spicy and rock hard asiago a truffle fontina and a some type of blue
0,They didn't match up with one another very well  and the bread they served with it was slightly burnt.
0,I ordered the chicken with roasted veggies and we also had the artichoke ravioli which was drowning in a bland cream sauce
0,Thats the main reason Im only giving 3 starsBut if you have all the time in the world definitely give them a try
0,Locale is dimly lit and the atmosphere is intimate.
0,The faggotini was my favorite of the two.
0,Dracula and Vampires for Halloween Fred Astair and Ginger Rogers for Valentines day
0,Only thing to avoid  cocktails with ice in it
0,They overice the drinks so you pay too much for about 5 sips
0,Go for the wine options
0,We are always greeted personally by the host
0,You have to be very careful where you placing anything because any moment something might spill.
0,Locale makes GREAT pasta.
0,If you know anything about organic meat you know that the cows are not as fat as regular cows
0,"I find that preferable to the fish dishes I've tried at Locale.I've had a few of their appetizers too, which range from forgettable (I can't remember which ones, ha ha), to pretty horrible (fried artichokes tasted like fried nothing).But really, the pasta there is GREAT."
0,"The faggotini is really worth popping in for if you live nearby, as is the garganelli."
0,"If I come here next time, I will order the house special pasta, faggotini."
0,We like Locale a great dealone of the nicer places on that northern NJ Piermont Rd corridor
0,One note to consider if you dine al fresco.....most of the chairs are terribly uncomfortable.
0,Something I would urge management to consider for a hi-end place like theirs.
0,Maybe an honest mistake but dont know how that could have happenedWe were seated at a table outside on the sidewalk
0,The sauce was sooooo nasty.
0,One of those dishes that will make you want to slowly savor the experience
0,Additionally to all the tastiness the service was quite special.
0,"Purdy Fantastic Brunch!Been living around the corner for over a year and just ate here yesterday, I've got to say I was quite impressed on a number of levels.We stopped in for brunch and I did the Southern Omelet (substituted some awesome Polish sausage for the grilled chicken) and the thing was enormous and was a real winner in the flavor department!"
0,The brownie with caramelized marshmallow was perfect desert finisher!
0,Dont get the steak  it says it comes with a vegetable but its really a fried onion and the steak is definitely not worth it
0,"the wall to wall floor to ceiling windows reflecting all the table candles make it really pretty in there.wait staff is super friendly, service is fast, food is delicious!"
0,"meatballs were bland, spreads weren't very tasty and bread small and sparse, but our entrees were fantastic!"
0,steaks for the husbands cant remember the cut but i remember them liking them which were cooked to perfection rare and medium rare both men were impressed with how they were done beet and gorgonzola pasta for me which was SUPERB and crab cakes for my friend which she loved and was a great size
0,Other than the kid being a bit bored (big surprise) the whole experience was great!
0,"Appetizer of fried zucchini strips (like veggie fries) was so good, we had to slow down for the entree."
0,Went here for a Sunday brunch in the rainNice interior very loungy and comfortable for a relaxing brunch
0,All of the omelettes and eggs benedict are amazing
0,Brunch portions are substantial.Had a hot tea to counteract the rain.
0,"I guess ordering that is more of a southern thing and her bf doesn't know 1, how she can eat it and 2, how come she likes it so much.I got the portobello benedict."
0,If you don't get it on the side it will take over your plate and attack any kind of food flavors that are out in the open.
0,We actually had very attentive service and the host made sure we didn't forget our umbrellas as were were heading out into the mugginess that followed.
0,LOL Top it all off with wild greens and a fruit salsa and call me a happy girl
0,Yummy Portobello Mushroom Benedict and Vanilla Creme Brûlée
0,I will refrain from ripping them further as there is more I could add.
0,"My sister-in-law warned me it was only good for drinks, but I was hoping she was wrong."
0,"I've been here a few times for both brunch and dinner and I have to say, this place is solidly good.There usually isn't a wait for this place so no need to make a reservation, but you can if you want to."
0,"The home fries were the most unusual I've ever encountered - potato chunks with onion and other veggies, all nicely baked and not greasy."
0,Great date spot or to take some out if towners for a catch up dinner
0,Drafted this review about a month ago
0,If you want excellent and quick customer service shes your girl
0,"She helped us out with what we should get since it was our first time, she was honest, friendly and way too sweet!"
0,My friend got the avocado turkey club which was also so delicious
0,We were seated and served promptly and all our dishes were exquisite.
0,Always a pleasant addition to brunching fare
0,Sorry you now lost me forever as a customer
0,"Service was top notch, the waiter checked on us often, it's better than most places I've been in Manhattan, and I've been to a lot."
0,but the food is deliciousopen table reservations: YES {huge plus} Great place for brunch!
0,The atmosphere was full of light and a good vibe all around.
0,"The sandwiches for Sunday brunch are amazing, and the fries are some of the tastiest I've ever had.Dinner is another story."
0,"None of the seating is comfortable, but if you're stuck in the lounge area, prepare to feel awkward."
0,"The pasta was mediocre, with odd peas."
0,Also other than the normal staff the new addition Katrina was excellent as our server.
0,"If she noticed we didn't seem happy, she should have addressed it right when she noticed by introducing herself as the manager and asking if everything was alright, like they do IN EVERY OTHER RESTAURANT in the world."
0,It's a semi romantic setting at night with dim lights.The food is good.
0,I would have rated this much higher if not for my most recent experience.
0,"They have a great space in the back of the restaurant that would probably be be great for a  little party or shower.As a note though, if you have a restaurant.com certificate for here, they won't honor it...a little unfortunate that they only comp'ed one dessert...but people have to make a living I guess."
0,Then I read a very interesting review by a local couple on their blog (see: Elizabeth S. 7/15/2012) and saw the response it got from Locale's owner.
0,"Manager was rude and horrible to staff AND customers, (looked to me like she was over her head and couldn't handle the hubbub of a busy din.)"
0,Its fresh creative yet simple and has a nice mix of items
0,Their staples are equally as good - the chicken and gnocchi are solid go-to's.The owner is especially attentive.
0,"He's usually there when we're dining, and always stops by to saw hi and check in on our experience, which I definitely appreciate.I'm getting hungry just writing this..."
0,"She didn't check how our food was, ask us if we wanted more drinks and my friend had wanted ketchup for her meal, yet it took over 10 minutes to get the waitress to even notice we needed something.Some other lady started coming by and we continued to try and enjoy each other's company and ignore the poor service."
0,Dont come to our table after we ate and paid to make sure everything is alright then act like a superior btch because youre the ohsoimportant manager
0,This woman was very abrasive.
0,Aloof
0,I didn't realize that word was too big for a high class manager such as yourself.
0,She continued to barrage us why didnt you say something why arent you looking at us when we come over etc etc
0,Listen lady we werent there to be your friends
0,You people are called servers for a reason youre there to serve us our food make sure we have what we need then get lost
0,A great respite from the hectic Manhattan scene and five minutes over the 59th street bridge
0,"A great date place, it's romantic and edgy, and if there is a lull in the conversation, you can talk about the silent movies projected on the wall, a nod to Kaufamn Movie Studios down the block."
0,"For drinks I had Rosemary's Garden which is rosemary-dill infused vodka, sauvignon blanc and a blue cheese stuffed queen olive."
0,Oozing with charmLocale looks like a 19th century European cafe frequented by Emile Zola and Cezanne
0,The owner of the restaurant even came around after we'd finished up to ask how we'd enjoyed his place.
0,How often do you find that in NYCWill certainly be back
0,Have you ever walked by one of those restaurants that look trendy and have a ton of people hanging out outside
0,A place to be seen all about the scene
0,Thats the vibe you get when you stroll by this restaurant
0,We were left to browse the menu and take in the surroundings
0,"The brunch menu was small, and the food was OK. Not bad by any means just not something that would blow your mind away."
0,"The part of the puzzle that let me down the most, that prevented getting that extra star I would have to say is the service."
0,So if you find yourself with in walking distance of this place go ahead and give it a shot
0,I just hope that you have a better wait staff than I did
0,Savory meatballs in a delicate tomato sauce
0,"My husband had the chicken and polenta, as recommended by our very friendly waiter Alex."
0,"When I got the chance to try it last summer, I was really surprised that it was so subpar."
0,The texture was very smooth and kind of spongey.. it didn't seem like real eggs.
0,Ive had many omelets  I dont expect them to be amazing all the time
0,Dishes food and all were handled and set quickly and gracefully
0,From the moment we entered the premises (barely even through the doors) we were greeted and invited to choose whatever table we'd like.
0,You liked that double entendre did you
0,Very unfriendly manager
0,The blue cheese adds an interesting but good kick to the drink.
0,Sweet and tropical
0,The mimosas weren't water downed.
0,Cant ask for much better
0,"Had one of the best wines I've ever had by the glass in a restaurant, C'est La Vie, as well as a light, not-too-sweet peach martini that was heavenly.Staff was very knowledgeable and helpful."
0,We had a reservation and our table was ready when we arrived but we wanted to sit at the bar for a drink first and they had no problem with it
0,We arrived 120 and they had to hold 6 empty seats for a 230 reservation while we had to stand
0,"(The girl ate the sausage, so I can't comment on that.)"
0,Try the short rib risotto very rich but worth every penny
0,"Small intimate tables, great mood lighting, low key enough for a first date but also nice with friends (not particularly great for large parties id imagine because of the small space)."
0,Went with the girl for our six month anniversary.The portabello and goat cheese crustini salad was beautiful and tasty; just enough to start us off.
0,The Goat Cheese was just perfectly toasted and was my favorite part of the meal
0,Also well presented and succulent
0,"A little on the buttery side, which I am always cool with."
0,"It is, after all, just an omelet - something you can make at home easily."
0,Or several avenues over to DiWine
0,I do like the feel of the place
0,"If you're going to charge that much for a drink, please make sure that it is more than 4 sips."
0,someone didnt brush that grill off did they mmmmmmm.
0,I havent reviewed Locale
0,"I've only been here 5 times in the last few months..I have been to the bar for drinks a handful of times, the martinis are delicious and sweet.Pollo Al Lemone - Intense!"
0,That chicken was so divine and fell right off the bone.
0,Did not disappoint
0,They would have received 5 stars had it not been for the tiny mimosa.
0,The food alone is worth it though!
0,sounds delish right?
0,"Creative and scrumptious, Locale is so delicious, I am longing to return for the brusel sprout salad, tender crisp lamb ribs and spicy chicken on a large medley of seasonal vegetables."
0,Cooked to perfection common poultry is redefined
0,I have had dinner five times since the restaurant has new owners.
0,Each time I have come with different friends and the response has been the same gutteral groans of dining pleasure.
0,mmmmnnnn
0,and again MMMMNNN
0,it was ok until you tasted the pear because it tasted of chicken
0,"which were pretty good.but i like to review food, i got a simple salad with walnuts and grilled pears."
0,To summarize  Strangely textured omelet odd tasting water an okay portobello mushroom benedict somewhat sweet mango mojito and hotdoglike sausage amounts to a mediocre brunch in terms of food
0,"We'll be back sometime, I think, but it's not my very first priority the next time we hire a babysitter."
0,"We shared a bunch of stuff: a perfectly medium cooked skirt steak with ""fries"" (really, just slices of baked potato) and baby arugula salad, blue crab stuffed ravioli (seriously, it was insane) as well as a flour less chocolate cake with gelato and fresh whipped cream."
0,"Not only was our server super attentive and well versed in menu options, the owner Johnny checked in to make sure everything was satisfactory and appreciated our patronage so much that he offered is a complimentary glass of port as a parting gift."
0,Thats service
0,"The food is fantastic and well portioned, drinks are amazing (especially the Rosemary's Garden) and the staff and managers are always so friendly and welcoming."
0,"very cute place...has a Cityish vibe to it, minus the City price."
0,My husband and I picked Locale for our first post-baby date.
0,Radiohead Daft Punk Janet Jackson
0,"ive been meaning to write a review of this place but always skip over it.i tried this place one summer weekend so we sat outside, the place was pretty full but we didnt have to wait to get a seat with out any type of reservation.thankfully we only ordered salads and a few drinks.it took almost 20 min for someone to take our order, but the girl who did wasnt bad she was pretty friendly and told us all about the fun drinks."
0,"Each employee is allowed to add songs to the playlist each night, so they must have some cool people working here, or at least some okay people who listen to good music."
0,"Our waitress recited the specials without error, and gave great food recommendations.The special tomato-red pepper soup was delicious, but too big of a helping for an appetizer."
0,"The ""Southern Belle"" Buffalo Trace cocktail was exceptional."
0,Ordered 2 and probably should have ordered 3
0,(that's why I took off a star...)Really cute decor as well...
0,Its like a soho hotspot here in Astoria
0,As long as they keep serving the veal scaloppini with the spaetzle in truffle-chianti sauce then i will continue to come back.
0,Ambience is great but kitchen inconsistency is unfortunate.
0,Had a dinner here once that was really great but subsequent brunch and dinners have been mediocre.
0,Sexy setting and crowd
0,"The pasta itself  in both dishes were VERY al dente, it was barely edible and as an Italian restaurant you would expect that you get good pasta.So basically, if you want to try locale go for brunch and stay away from the dinner menu!"
0,"I never understand why places offer deals then get mad/surprised when people use them.After brunch (and paying), we were talking for a few more minutes and a guy came over and said ""waaaater?"""
0,Great place for a date since its comfortable and has some more intimate seating up on the platformed area.As enjoyable as it was I had a weird confrontation with someone on shift the night I visited when I tried to use my Yelp discount/promotion.
0,"Hopefully things worked out for her.They also would not let us try a wine we were offered after the bottle I wanted, and knew, was not available."
0,My service experience was not great but I think that it was rare- probably better usually.
0,We were sat promptly and given tap water immediately by a male server
0,We told him our coffees were coming but we'll order food.
0,Table next to us gets seated and they are offered bottled water
0,"Fine, we'd chose tap anyway."
0,"We wait at least another 10 min before server says ""it'll be out in 2 seconds""."
0,"He gets snippy with me and says something like ""oh, Um, well I only have 2 hands, I can't carry it all""."
0,NO sir do not get snippy with me
0,It would be fine if it was a simple mistake.
0,No cheese veggies nuts whatever
0,This place was awesome start to finish and the prices are an amazing value
0,"), the toasted polenta and asparagus that is served with the chicken however was rather good."
0,"We also had the organic chicken, which was very dry ( I mean how can you mess up chicken?"
0,"The food off of the dinner menu however, was rather disappointing."
0,Dont come here on an empty stomach
0,"The waiter said that most people ate the zuchinni fries with their fingers like french fries, which I found difficult to do."
0,"One,  they gave me a substantial portion (two people could have shared this) and two, the fries are so skinny that they barely got any of sauce when I dipped them."
0,The zuchinni fries were really tasty.
0,"The pineapple mojito was beautifully delicious and I loved the heady mint scent coming from that drink.$85 for 2 drinks, 2 appetizers, 2 entrees, tax, and tip."
0,Might try again though just to be certain
0,Good food just always packed so you have to call in advance so do sogreat place specially for breakfast two thumbs up
0,Have a small snack or coffee before coming here
0,unfortunately I do not remember her name but she was the most professional and most amicable waitress I have ever seen.
0,The inside is quaint with a small lounge area in the back and a nice bar on the side.We started with the fried zucchini appetizer which was surprisingly good.
0,"Cut shoestring style and fried, served with a slightly sweet tomato sauce that went well with the slightly salty zucchini.For our entrees we ordered the shrimp and english pea risotto and the parpadelle and lamb ragu."
0,"it's a really nice spot to have drinks and/or dinner on a weekday night.i have had dinner at this place twice now, where i ordered the mushroom ravioli the first time and the artichoke ravioli the second time."
0,"great service both times (the waiter is quite memorable).get the calamari appetizer too, they make it crispy and tasty."
0,music fans they were playing this amazing nostalgic 90s indiealternative playlist think portishead dinosaur jr etc
0,My experience each time was completely different.
0,Second runner up taleggio blackberry and pistachio
0,My cavatelli with clam sauce and spicy pancetta was really unique.
0,Clams and pork
0,Very cute ambiance and friendly and professional service make Gastroteca a very solid Astoria brunch option right away.
0,I can't stop thinking about how bad of a brunch this was - i actually regret going there.The waiter was unwelcoming and cold.
0,I paid $15 and was not full.
0,I would be ashamed serving that as a brunch meal.
0,The gnocchi  dont expect to get full because the serving was about maybe a little more than half a cup
0,"I should've spoke up to management before we paid the check, but I was embarrassed to say anything in front of my guests."
0,What a shame of a place
0,"Great range of brunch beverages, and I would say average menu items."
0,Please tell them lite on the Nutella because they will overload that shit.
0,"A recent visit puts Gastroteca at four stars for me - I had the spinach/goat cheese omelette, which, though very well plated, was very over-done resulting in a somewhat unappetizing texture/.flavor on the eggs."
0,"The side salad and toast were good, albeit lacking any sort of punch."
0,"My dining companions seemed to enjoy some of the other menu items - particularly one of the eggs benedict dishes, which looked very good."
0,"The place has a rustic look that's very charming, the service was good and we were excited to try the food here."
0,What was really perplexing was the fact that the food looked so amazing however the taste was far from it
0,"I had a few bites of the chicken and waffles and the chicken was practically flavorless, it was as though they forgot to add any seasoning."
0,"I read fairly good reviews online about this place, so we gave it a try."
0,"They were playing the Magic Schoolbus on the wall above the bar which was actually rather cute, and was very kid friendly too."
0,It made this distinct flavor where you had the essence of a typical clam sauce but had the salty fatty quality you get from pancetta
0,The melty burrata seemed to give the sandwich some flavor but otherwise it was rather bland and felt like packing carbs
0,My bites of the my friend's risotto and gnocchi were delicious too.
0,No one went wrong with their choices.
0,"I would normally want to have an extra appetizer vs dessert, but this place knocked dessert out of the park!"
0,And the banana zepoleshello can you hear me Im in NY dreaming about you and me
0,Jesus these things were good.
0,"Well balanced with the gin, prosecco, earl grey syrup (so delicate) and light on the lemon it was a definite hit."
0,"Okay, the salad was pretty wimpy if we're being honest."
0,"My friends got the Spaghetti Carbonara (this was SO good, and topped with smoked bacon, a fried egg and pecorino cheese - what more can you want in your pasta?)"
0,The gnocchi itself was very fresh but with every bite I was searching for the flavor with it nowhere to be found.
0,In a pinch yes
0,"The decor, the menu selection, the layout of the place was a strong 5 in my book."
0,Bloody Mary special  thicker than your average BM mix which I dont mind at all but the flavor is definitely on the smokier side
0,The bourbon infused bacon bits were interesting but I don't think I'd order againI really loved the space and there were other items that looked intriguing enough that I would def come back for a second try.
